  0.1000000E-05 -0.1911131E-14 -0.1911139E-14  0.7347254E-20
  0.1010000E-03 -0.1906760E-14 -0.1912441E-14  0.5680889E-17
  0.2010000E-03 -0.1905728E-14 -0.1912307E-14  0.6578500E-17
  0.3010000E-03 -0.1904547E-14 -0.1910281E-14  0.5733811E-17
  0.4010000E-03 -0.1904407E-14 -0.1909661E-14  0.5253694E-17
  0.5010000E-03 -0.1904679E-14 -0.1910615E-14  0.5935954E-17
  0.6010000E-03 -0.1905661E-14 -0.1912223E-14  0.6561624E-17
  0.7010000E-03 -0.1906668E-14 -0.1912822E-14  0.6153651E-17
  0.8010000E-03 -0.1906443E-14 -0.1912461E-14  0.6017637E-17
  0.9010000E-03 -0.1905792E-14 -0.1912399E-14  0.6607384E-17
  0.1001000E-02 -0.1904286E-14 -0.1911158E-14  0.6872239E-17
  0.1101000E-02 -0.1903156E-14 -0.1909759E-14  0.6602172E-17
  0.1201000E-02 -0.1902409E-14 -0.1908788E-14  0.6378958E-17
  0.1301000E-02 -0.1902332E-14 -0.1909180E-14  0.6848481E-17
  0.1401000E-02 -0.1902531E-14 -0.1909573E-14  0.7041218E-17
  0.1501000E-02 -0.1903183E-14 -0.1910059E-14  0.6876866E-17
  0.1601000E-02 -0.1902871E-14 -0.1909579E-14  0.6707611E-17
  0.1701000E-02 -0.1902334E-14 -0.1909328E-14  0.6993742E-17
  0.1801000E-02 -0.1901273E-14 -0.1908479E-14  0.7206035E-17
  0.1901000E-02 -0.1900541E-14 -0.1907627E-14  0.7085381E-17
  0.2001000E-02 -0.1900167E-14 -0.1907091E-14  0.6923527E-17
  0.2101000E-02 -0.1900232E-14 -0.1907389E-14  0.7157582E-17
  0.2201000E-02 -0.1900902E-14 -0.1908151E-14  0.7249389E-17
  0.2301000E-02 -0.1901602E-14 -0.1908815E-14  0.7213393E-17
  0.2401000E-02 -0.1901327E-14 -0.1908330E-14  0.7002301E-17
  0.2501000E-02 -0.1901128E-14 -0.1908459E-14  0.7331142E-17
  0.2601000E-02 -0.1900534E-14 -0.1907878E-14  0.7343918E-17
  0.2701000E-02 -0.1899904E-14 -0.1907024E-14  0.7119949E-17
  0.2801000E-02 -0.1900064E-14 -0.1907211E-14  0.7146611E-17
  0.2901000E-02 -0.1900160E-14 -0.1907456E-14  0.7296034E-17
  0.3001000E-02 -0.1900887E-14 -0.1908184E-14  0.7297121E-17
  0.3101000E-02 -0.1901260E-14 -0.1908365E-14  0.7104893E-17
  0.3201000E-02 -0.1901375E-14 -0.1908485E-14  0.7109649E-17
  0.3301000E-02 -0.1900839E-14 -0.1908158E-14  0.7318319E-17
  0.3401000E-02 -0.1900185E-14 -0.1907528E-14  0.7342476E-17
  0.3501000E-02 -0.1899820E-14 -0.1907038E-14  0.7218644E-17
  0.3601000E-02 -0.1899714E-14 -0.1906844E-14  0.7130143E-17
  0.3701000E-02 -0.1899822E-14 -0.1907099E-14  0.7276131E-17
  0.3801000E-02 -0.1900263E-14 -0.1907610E-14  0.7346929E-17
  0.3901000E-02 -0.1900689E-14 -0.1908011E-14  0.7321413E-17
  0.4001000E-02 -0.1900942E-14 -0.1908208E-14  0.7266278E-17
  0.4101000E-02 -0.1900773E-14 -0.1908137E-14  0.7364075E-17
  0.4201000E-02 -0.1900431E-14 -0.1907712E-14  0.7281000E-17
  0.4301000E-02 -0.1900214E-14 -0.1907470E-14  0.7256558E-17
  0.4401000E-02 -0.1900031E-14 -0.1907225E-14  0.7194009E-17
  0.4501000E-02 -0.1900023E-14 -0.1907293E-14  0.7270290E-17
  0.4601000E-02 -0.1900320E-14 -0.1907687E-14  0.7367713E-17
  0.4701000E-02 -0.1900510E-14 -0.1907837E-14  0.7326964E-17
  0.4801000E-02 -0.1900496E-14 -0.1907866E-14  0.7369879E-17
  0.4901000E-02 -0.1900091E-14 -0.1907440E-14  0.7348849E-17
  0.5001000E-02 -0.1899697E-14 -0.1907046E-14  0.7349485E-17
  0.5101000E-02 -0.1899298E-14 -0.1906539E-14  0.7241163E-17
  0.5201000E-02 -0.1899250E-14 -0.1906463E-14  0.7213210E-17
  0.5301000E-02 -0.1899314E-14 -0.1906473E-14  0.7159348E-17
  0.5401000E-02 -0.1899467E-14 -0.1906662E-14  0.7195541E-17
  0.5501000E-02 -0.1899858E-14 -0.1907087E-14  0.7228807E-17
  0.5601000E-02 -0.1900071E-14 -0.1906985E-14  0.6913297E-17
  0.5701000E-02 -0.1899785E-14 -0.1906802E-14  0.7016678E-17
  0.5801000E-02 -0.1899473E-14 -0.1906511E-14  0.7038014E-17
  0.5901000E-02 -0.1899303E-14 -0.1906217E-14  0.6914062E-17
  0.6001000E-02 -0.1899177E-14 -0.1906136E-14  0.6959316E-17
  0.6101000E-02 -0.1899189E-14 -0.1906155E-14  0.6966227E-17
  0.6201000E-02 -0.1899416E-14 -0.1906390E-14  0.6974272E-17
  0.6301000E-02 -0.1899576E-14 -0.1906574E-14  0.6997776E-17
  0.6401000E-02 -0.1899638E-14 -0.1906692E-14  0.7054424E-17
  0.6501000E-02 -0.1899542E-14 -0.1906647E-14  0.7105427E-17
  0.6601000E-02 -0.1899328E-14 -0.1906313E-14  0.6984708E-17
  0.6701000E-02 -0.1899084E-14 -0.1906052E-14  0.6968239E-17
  0.6801000E-02 -0.1899101E-14 -0.1905926E-14  0.6824696E-17
  0.6901000E-02 -0.1899266E-14 -0.1906104E-14  0.6838791E-17
  0.7001000E-02 -0.1899455E-14 -0.1906389E-14  0.6934309E-17
  0.7101000E-02 -0.1899581E-14 -0.1906353E-14  0.6772119E-17
  0.7201000E-02 -0.1899625E-14 -0.1906524E-14  0.6899223E-17
  0.7301000E-02 -0.1899553E-14 -0.1906540E-14  0.6987271E-17
  0.7401000E-02 -0.1899280E-14 -0.1906246E-14  0.6966219E-17
  0.7501000E-02 -0.1899151E-14 -0.1906127E-14  0.6976468E-17
  0.7601000E-02 -0.1899187E-14 -0.1906015E-14  0.6827946E-17
  0.7701000E-02 -0.1899246E-14 -0.1906111E-14  0.6865055E-17
  0.7801000E-02 -0.1899301E-14 -0.1906270E-14  0.6968920E-17
  0.7901000E-02 -0.1899448E-14 -0.1906422E-14  0.6973997E-17
  0.8001000E-02 -0.1899471E-14 -0.1906371E-14  0.6900167E-17
  0.8101000E-02 -0.1899274E-14 -0.1906297E-14  0.7023353E-17
  0.8201000E-02 -0.1899153E-14 -0.1906125E-14  0.6971728E-17
  0.8301000E-02 -0.1899095E-14 -0.1905981E-14  0.6886612E-17
  0.8401000E-02 -0.1899003E-14 -0.1905884E-14  0.6880195E-17
  0.8501000E-02 -0.1899191E-14 -0.1906028E-14  0.6837025E-17
  0.8601000E-02 -0.1899356E-14 -0.1906263E-14  0.6907323E-17
  0.8701000E-02 -0.1899488E-14 -0.1906418E-14  0.6929766E-17
  0.8801000E-02 -0.1899448E-14 -0.1906399E-14  0.6950748E-17
  0.8901000E-02 -0.1899339E-14 -0.1906350E-14  0.7010788E-17
  0.9001000E-02 -0.1899290E-14 -0.1906258E-14  0.6968630E-17
  0.9101000E-02 -0.1899301E-14 -0.1906199E-14  0.6897969E-17
  0.9201000E-02 -0.1899171E-14 -0.1905996E-14  0.6825246E-17
  0.9301000E-02 -0.1899195E-14 -0.1906007E-14  0.6811546E-17
  0.9401000E-02 -0.1899264E-14 -0.1906065E-14  0.6800804E-17
  0.9501000E-02 -0.1899394E-14 -0.1906249E-14  0.6855632E-17
  0.9601000E-02 -0.1899314E-14 -0.1906184E-14  0.6870194E-17
  0.9701000E-02 -0.1899284E-14 -0.1906229E-14  0.6944917E-17
  0.9801000E-02 -0.1899102E-14 -0.1906124E-14  0.7022400E-17
  0.9901000E-02 -0.1899064E-14 -0.1906021E-14  0.6956315E-17
  0.1000100E-01 -0.1898982E-14 -0.1905914E-14  0.6931724E-17
  0.1010100E-01 -0.1899041E-14 -0.1905939E-14  0.6898041E-17
  0.1020100E-01 -0.1899054E-14 -0.1905971E-14  0.6916348E-17
  0.1030100E-01 -0.1899064E-14 -0.1906087E-14  0.7023401E-17
  0.1040100E-01 -0.1899191E-14 -0.1906098E-14  0.6906750E-17
  0.1050100E-01 -0.1899169E-14 -0.1906055E-14  0.6885992E-17
  0.1060100E-01 -0.1899128E-14 -0.1906104E-14  0.6975634E-17
  0.1070100E-01 -0.1899043E-14 -0.1906081E-14  0.7038678E-17
  0.1080100E-01 -0.1898968E-14 -0.1905926E-14  0.6957827E-17
